Number,Mode,WPM,RawWPM,Accuracy,Consistency,Date,IsNumbers,IsPunctuation,Language,Chars,RestartCount,Time,IsRecord, QuoteLength
2,words 10,97,99,98,71.96,2025-05-23 00:05:28,False,False,russian,49/0,0,00:00:06,True
