Number,Mode,WPM,RawWPM,Accuracy,Consistency,Date,IsNumbers,IsPunctuation,Language,Chars,RestartCount,Time,IsRecord, QuoteLength
2,words 10,162,162,100,93.71,2025-05-22 18:54:15,False,False,russian,54/0,0,00:00:04,True
2,words 10,158,158,100,93.18,2025-05-22 18:54:31,False,False,russian,57/0,1,00:00:04,False
